Compound_ID,SMILES,Seed,ipTM_zbtb11,pTM_zbtb11,pLDDT_zbtb11,Ranking_Score_zbtb11,Early_Stopped_zbtb11,Min_Dist_Angstrom_zbtb11,Dist_Status_zbtb11,Flagged_Greater_Than_10A_zbtb11,Fraction_Success_Under_10A_zbtb11,OpenMM_Minimized_Energy_kJ_mol_zbtb11
JWJ-01-368,O=C(N(C1=O)C2CCC(NC2=O)=O)C=C1NC3=CC(C4(CCC4)NCCC5=CC(Cl)=CC=C5)=CC=C3,47,0.74634552,0.848950624,0.8562,0.7669,FALSE,19.73752,Success,TRUE,0,-21268.31316
JWJ-01-368,O=C(N(C1=O)C2CCC(NC2=O)=O)C=C1NC3=CC(C4(CCC4)NCCC5=CC(Cl)=CC=C5)=CC=C3,48,0.743517876,0.848614395,0.8567,0.7645,FALSE,23.07164,Success,TRUE,0,-21328.77716
JWJ-01-368,O=C(N(C1=O)C2CCC(NC2=O)=O)C=C1NC3=CC(C4(CCC4)NCCC5=CC(Cl)=CC=C5)=CC=C3,49,0.744844079,0.849047661,0.8568,0.7657,FALSE,23.039951,Success,TRUE,0,-21902.84801
JWJ-01-368,O=C(N(C1=O)C2CCC(NC2=O)=O)C=C1NC3=CC(C4(CCC4)NCCC5=CC(Cl)=CC=C5)=CC=C3,50,0.739812016,0.852212727,0.8563,0.7623,FALSE,22.45659,Success,TRUE,0,-21771.33173
JWJ-01-368,O=C(N(C1=O)C2CCC(NC2=O)=O)C=C1NC3=CC(C4(CCC4)NCCC5=CC(Cl)=CC=C5)=CC=C3,51,0.727497935,0.848013461,0.8557,0.7516,FALSE,23.713448,Success,TRUE,0,-21143.36912
JWJ-01-370,O=C(N(C1=O)C2CCC(NC2=O)=O)C=C1NC(C=C3)=CC=C3C4(CCC4)NCCC5=CC(C(F)(F)F)=C(Cl)C=C5,42,0.738375902,0.845743656,0.8583,0.7598,FALSE,17.901937,Success,TRUE,0,-21235.10509
JWJ-01-370,O=C(N(C1=O)C2CCC(NC2=O)=O)C=C1NC(C=C3)=CC=C3C4(CCC4)NCCC5=CC(C(F)(F)F)=C(Cl)C=C5,43,0.744210422,0.849282622,0.8596,0.7652,FALSE,17.53888,Success,TRUE,0,-21070.12508
JWJ-01-370,O=C(N(C1=O)C2CCC(NC2=O)=O)C=C1NC(C=C3)=CC=C3C4(CCC4)NCCC5=CC(C(F)(F)F)=C(Cl)C=C5,44,0.753091872,0.847697318,0.8592,0.772,FALSE,19.823137,Success,TRUE,0,-21235.53388
JWJ-01-370,O=C(N(C1=O)C2CCC(NC2=O)=O)C=C1NC(C=C3)=CC=C3C4(CCC4)NCCC5=CC(C(F)(F)F)=C(Cl)C=C5,45,0.74849236,0.8490569,0.8594,0.7686,FALSE,23.831764,Success,TRUE,0,-21780.13649
JWJ-01-370,O=C(N(C1=O)C2CCC(NC2=O)=O)C=C1NC(C=C3)=CC=C3C4(CCC4)NCCC5=CC(C(F)(F)F)=C(Cl)C=C5,46,0.750492573,0.850027442,0.8603,0.7704,FALSE,18.814238,Success,TRUE,0,-21157.75778
JWJ-01-370,O=C(N(C1=O)C2CCC(NC2=O)=O)C=C1NC(C=C3)=CC=C3C4(CCC4)NCCC5=CC(C(F)(F)F)=C(Cl)C=C5,47,0.751387417,0.8480165,0.86,0.7707,FALSE,17.667593,Success,TRUE,0,-21543.55781
JWJ-01-370,O=C(N(C1=O)C2CCC(NC2=O)=O)C=C1NC(C=C3)=CC=C3C4(CCC4)NCCC5=CC(C(F)(F)F)=C(Cl)C=C5,48,0.753115177,0.846697569,0.8592,0.7718,FALSE,19.207493,Success,TRUE,0,-21146.50329
JWJ-01-370,O=C(N(C1=O)C2CCC(NC2=O)=O)C=C1NC(C=C3)=CC=C3C4(CCC4)NCCC5=CC(C(F)(F)F)=C(Cl)C=C5,49,0.747375011,0.850144506,0.8593,0.7679,FALSE,20.218925,Success,TRUE,0,-22025.54383
JWJ-01-370,O=C(N(C1=O)C2CCC(NC2=O)=O)C=C1NC(C=C3)=CC=C3C4(CCC4)NCCC5=CC(C(F)(F)F)=C(Cl)C=C5,50,0.730244637,0.849378228,0.8594,0.7541,FALSE,20.255611,Success,TRUE,0,-22309.59086
JWJ-01-370,O=C(N(C1=O)C2CCC(NC2=O)=O)C=C1NC(C=C3)=CC=C3C4(CCC4)NCCC5=CC(C(F)(F)F)=C(Cl)C=C5,51,0.746057808,0.848837912,0.86,0.7666,FALSE,17.911064,Success,TRUE,0,-21879.10521
JWJ-01-371,O=C(N(C1=O)C2CCC(NC2=O)=O)C=C1NC3=CC(C4(CCC4)NCCC5=CC=C(Cl)C=C5)=CC=C3,42,0.733072519,0.851982236,0.8575,0.7569,FALSE,22.337889,Success,TRUE,0,-21493.87012
JWJ-01-371,O=C(N(C1=O)C2CCC(NC2=O)=O)C=C1NC3=CC(C4(CCC4)NCCC5=CC=C(Cl)C=C5)=CC=C3,43,0.726236701,0.852102101,0.8571,0.7514,FALSE,21.374182,Success,TRUE,0,-21485.73388
JWJ-01-371,O=C(N(C1=O)C2CCC(NC2=O)=O)C=C1NC3=CC(C4(CCC4)NCCC5=CC=C(Cl)C=C5)=CC=C3,44,0.744180024,0.848488152,0.8577,0.765,FALSE,24.809174,Success,TRUE,0,-21863.62689
JWJ-01-371,O=C(N(C1=O)C2CCC(NC2=O)=O)C=C1NC3=CC(C4(CCC4)NCCC5=CC=C(Cl)C=C5)=CC=C3,45,0.740651965,0.850240648,0.8567,0.7626,FALSE,17.02882,Success,TRUE,0,-21258.23402
JWJ-01-371,O=C(N(C1=O)C2CCC(NC2=O)=O)C=C1NC3=CC(C4(CCC4)NCCC5=CC=C(Cl)C=C5)=CC=C3,46,0.719339311,0.850348234,0.8564,0.7455,FALSE,20.577372,Success,TRUE,0,-22030.40643
JWJ-01-371,O=C(N(C1=O)C2CCC(NC2=O)=O)C=C1NC3=CC(C4(CCC4)NCCC5=CC=C(Cl)C=C5)=CC=C3,47,0.745623589,0.847830355,0.8572,0.7661,FALSE,21.842484,Success,TRUE,0,-21795.91755
JWJ-01-371,O=C(N(C1=O)C2CCC(NC2=O)=O)C=C1NC3=CC(C4(CCC4)NCCC5=CC=C(Cl)C=C5)=CC=C3,48,0.744293869,0.850641787,0.8573,0.7656,FALSE,22.314457,Success,TRUE,0,
JWJ-01-371,O=C(N(C1=O)C2CCC(NC2=O)=O)C=C1NC3=CC(C4(CCC4)NCCC5=CC=C(Cl)C=C5)=CC=C3,49,0.734135389,0.850675166,0.8559,0.7574,FALSE,22.607738,Success,TRUE,0,-21574.11364
JWJ-01-371,O=C(N(C1=O)C2CCC(NC2=O)=O)C=C1NC3=CC(C4(CCC4)NCCC5=CC=C(Cl)C=C5)=CC=C3,50,0.731423557,0.85034126,0.8571,0.7552,FALSE,21.048183,Success,TRUE,0,-21159.96872
JWJ-01-371,O=C(N(C1=O)C2CCC(NC2=O)=O)C=C1NC3=CC(C4(CCC4)NCCC5=CC=C(Cl)C=C5)=CC=C3,51,0.73901844,0.852533519,0.8573,0.7617,FALSE,23.684034,Success,TRUE,0,-21518.63664
JWJ-01-458,CSC1=CC=C(C2(CCCC2)NC(NC3=CC(C4)=C(C=C3)C(N4C(C(N5)=O)CCC5=O)=O)=O)C=C1,42,0.915694177,0.945733607,0.8772,0.9217,FALSE,3.1372528,Success,FALSE,1,-21344.60547
JWJ-01-458,CSC1=CC=C(C2(CCCC2)NC(NC3=CC(C4)=C(C=C3)C(N4C(C(N5)=O)CCC5=O)=O)=O)C=C1,43,0.909514546,0.943132937,0.8771,0.9162,FALSE,3.1458616,Success,FALSE,1,-21960.03014
JWJ-01-458,CSC1=CC=C(C2(CCCC2)NC(NC3=CC(C4)=C(C=C3)C(N4C(C(N5)=O)CCC5=O)=O)=O)C=C1,44,0.911198199,0.944197774,0.8773,0.9178,FALSE,3.1579642,Success,FALSE,1,-21483.12678
JWJ-01-458,CSC1=CC=C(C2(CCCC2)NC(NC3=CC(C4)=C(C=C3)C(N4C(C(N5)=O)CCC5=O)=O)=O)C=C1,45,0.911310196,0.94385612,0.8772,0.9178,FALSE,3.1565099,Success,FALSE,1,-21511.20819
JWJ-01-458,CSC1=CC=C(C2(CCCC2)NC(NC3=CC(C4)=C(C=C3)C(N4C(C(N5)=O)CCC5=O)=O)=O)C=C1,46,0.917445779,0.945996463,0.8774,0.9232,FALSE,3.1241014,Success,FALSE,1,-21531.38138
JWJ-01-458,CSC1=CC=C(C2(CCCC2)NC(NC3=CC(C4)=C(C=C3)C(N4C(C(N5)=O)CCC5=O)=O)=O)C=C1,47,0.915925205,0.945898473,0.8785,0.9219,FALSE,3.1909204,Success,FALSE,1,-21477.24333
JWJ-01-458,CSC1=CC=C(C2(CCCC2)NC(NC3=CC(C4)=C(C=C3)C(N4C(C(N5)=O)CCC5=O)=O)=O)C=C1,48,0.917113423,0.946130514,0.8784,0.9229,FALSE,3.1521568,Success,FALSE,1,-21579.90617
JWJ-01-458,CSC1=CC=C(C2(CCCC2)NC(NC3=CC(C4)=C(C=C3)C(N4C(C(N5)=O)CCC5=O)=O)=O)C=C1,49,0.915065646,0.945298254,0.8777,0.9211,FALSE,3.1140125,Success,FALSE,1,-21526.17142
JWJ-01-458,CSC1=CC=C(C2(CCCC2)NC(NC3=CC(C4)=C(C=C3)C(N4C(C(N5)=O)CCC5=O)=O)=O)C=C1,50,0.918958306,0.9468171,0.8779,0.9245,FALSE,3.1302,Success,FALSE,1,-21427.60037
JWJ-01-458,CSC1=CC=C(C2(CCCC2)NC(NC3=CC(C4)=C(C=C3)C(N4C(C(N5)=O)CCC5=O)=O)=O)C=C1,51,0.911144078,0.944041252,0.8769,0.9177,FALSE,3.144939,Success,FALSE,1,-21511.8788
JWJ-01-472,O=C1N(C2CCC(NC2=O)=O)CC3=CC(CC(NC4(CCCC4)C5=CC=C(SC)C=C5)=O)=CC=C31,42,0.90553993,0.941938579,0.8791,0.9128,FALSE,3.1807003,Success,FALSE,1,-21308.33744
JWJ-01-472,O=C1N(C2CCC(NC2=O)=O)CC3=CC(CC(NC4(CCCC4)C5=CC=C(SC)C=C5)=O)=CC=C31,43,0.908201873,0.942786872,0.8794,0.9151,FALSE,3.107911,Success,FALSE,1,-21349.32769
JWJ-01-472,O=C1N(C2CCC(NC2=O)=O)CC3=CC(CC(NC4(CCCC4)C5=CC=C(SC)C=C5)=O)=CC=C31,44,0.896245837,0.938408494,0.8768,0.9047,FALSE,3.1297545,Success,FALSE,1,-21228.66083
JWJ-01-472,O=C1N(C2CCC(NC2=O)=O)CC3=CC(CC(NC4(CCCC4)C5=CC=C(SC)C=C5)=O)=CC=C31,45,0.892104745,0.936380982,0.8755,0.901,FALSE,3.09349,Success,FALSE,1,-21450.35556
JWJ-01-472,O=C1N(C2CCC(NC2=O)=O)CC3=CC(CC(NC4(CCCC4)C5=CC=C(SC)C=C5)=O)=CC=C31,46,0.905461848,0.941949904,0.8795,0.9128,FALSE,3.1646783,Success,FALSE,1,-21286.20417
JWJ-01-472,O=C1N(C2CCC(NC2=O)=O)CC3=CC(CC(NC4(CCCC4)C5=CC=C(SC)C=C5)=O)=CC=C31,47,0.904462397,0.941555858,0.8781,0.9119,FALSE,3.102499,Success,FALSE,1,-21376.54664
JWJ-01-472,O=C1N(C2CCC(NC2=O)=O)CC3=CC(CC(NC4(CCCC4)C5=CC=C(SC)C=C5)=O)=CC=C31,48,0.886706769,0.934386134,0.8733,0.8962,FALSE,3.158123,Success,FALSE,1,-21407.27128
JWJ-01-472,O=C1N(C2CCC(NC2=O)=O)CC3=CC(CC(NC4(CCCC4)C5=CC=C(SC)C=C5)=O)=CC=C31,49,0.903171122,0.940978646,0.8778,0.9107,FALSE,3.149853,Success,FALSE,1,-21223.11935
JWJ-01-472,O=C1N(C2CCC(NC2=O)=O)CC3=CC(CC(NC4(CCCC4)C5=CC=C(SC)C=C5)=O)=CC=C31,50,0.909938812,0.943214715,0.8783,0.9166,FALSE,3.1109138,Success,FALSE,1,-22114.82838
JWJ-01-472,O=C1N(C2CCC(NC2=O)=O)CC3=CC(CC(NC4(CCCC4)C5=CC=C(SC)C=C5)=O)=CC=C31,51,0.893553376,0.936941087,0.8743,0.9022,FALSE,3.2311375,Success,FALSE,1,-21269.21578
JWJ-01-522,O=C(C(CC1)N2C(C(NC3=CC(C4(CCC4)N(C)CCC5=CC=C(Cl)C(C(F)(F)F)=C5)=CC=C3)=CC2=O)=O)NC1=O,42,0.74159354,0.847825944,0.8596,0.7628,FALSE,21.079784,Success,TRUE,0,-21818.05054
JWJ-01-522,O=C(C(CC1)N2C(C(NC3=CC(C4(CCC4)N(C)CCC5=CC=C(Cl)C(C(F)(F)F)=C5)=CC=C3)=CC2=O)=O)NC1=O,43,0.713178635,0.849458158,0.859,0.7404,FALSE,20.582462,Success,TRUE,0,-21807.69046
JWJ-01-522,O=C(C(CC1)N2C(C(NC3=CC(C4(CCC4)N(C)CCC5=CC=C(Cl)C(C(F)(F)F)=C5)=CC=C3)=CC2=O)=O)NC1=O,44,0.747705996,0.847743094,0.8587,0.7677,FALSE,20.627272,Success,TRUE,0,-21335.76101
JWJ-01-522,O=C(C(CC1)N2C(C(NC3=CC(C4(CCC4)N(C)CCC5=CC=C(Cl)C(C(F)(F)F)=C5)=CC=C3)=CC2=O)=O)NC1=O,45,0.748647332,0.849484682,0.8588,0.7688,FALSE,19.71197,Success,TRUE,0,-21562.79203
JWJ-01-522,O=C(C(CC1)N2C(C(NC3=CC(C4(CCC4)N(C)CCC5=CC=C(Cl)C(C(F)(F)F)=C5)=CC=C3)=CC2=O)=O)NC1=O,46,0.732073605,0.849977493,0.8592,0.7557,FALSE,25.807049,Success,TRUE,0,-21340.46508
JWJ-01-522,O=C(C(CC1)N2C(C(NC3=CC(C4(CCC4)N(C)CCC5=CC=C(Cl)C(C(F)(F)F)=C5)=CC=C3)=CC2=O)=O)NC1=O,47,0.746331275,0.847561061,0.8592,0.7666,FALSE,18.39511,Success,TRUE,0,-20936.92248
JWJ-01-522,O=C(C(CC1)N2C(C(NC3=CC(C4(CCC4)N(C)CCC5=CC=C(Cl)C(C(F)(F)F)=C5)=CC=C3)=CC2=O)=O)NC1=O,48,0.740895748,0.849910021,0.8594,0.7627,FALSE,21.858234,Success,TRUE,0,
JWJ-01-522,O=C(C(CC1)N2C(C(NC3=CC(C4(CCC4)N(C)CCC5=CC=C(Cl)C(C(F)(F)F)=C5)=CC=C3)=CC2=O)=O)NC1=O,49,0.749921739,0.847140789,0.8588,0.7694,FALSE,20.00204,Success,TRUE,0,-21260.01053
JWJ-01-522,O=C(C(CC1)N2C(C(NC3=CC(C4(CCC4)N(C)CCC5=CC=C(Cl)C(C(F)(F)F)=C5)=CC=C3)=CC2=O)=O)NC1=O,50,0.740377426,0.849142373,0.8587,0.7621,FALSE,20.63327,Success,TRUE,0,-21329.70116
JWJ-01-522,O=C(C(CC1)N2C(C(NC3=CC(C4(CCC4)N(C)CCC5=CC=C(Cl)C(C(F)(F)F)=C5)=CC=C3)=CC2=O)=O)NC1=O,51,0.748881221,0.848306119,0.8589,0.7688,FALSE,21.984428,Success,TRUE,0,-21496.0076
JWJ-01-533,O=C1CCC(N2C(C(C=CC(C(NCC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,42,0.907842517,0.942536116,0.8771,0.9148,FALSE,3.1587515,Success,FALSE,1,-20876.6419
JWJ-01-533,O=C1CCC(N2C(C(C=CC(C(NCC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,43,0.909414291,0.943283439,0.8774,0.9162,FALSE,3.1538632,Success,FALSE,1,-21633.91756
JWJ-01-533,O=C1CCC(N2C(C(C=CC(C(NCC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,44,0.894939959,0.937476516,0.8735,0.9034,FALSE,3.1729312,Success,FALSE,1,-21225.97713
JWJ-01-533,O=C1CCC(N2C(C(C=CC(C(NCC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,45,0.913128793,0.944843829,0.8785,0.9195,FALSE,3.1607187,Success,FALSE,1,-21098.10998
JWJ-01-533,O=C1CCC(N2C(C(C=CC(C(NCC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,46,0.884509385,0.933424473,0.8719,0.8943,FALSE,3.1167011,Success,FALSE,1,-20984.71271
JWJ-01-533,O=C1CCC(N2C(C(C=CC(C(NCC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,47,0.912994027,0.944746733,0.8786,0.9193,FALSE,3.107316,Success,FALSE,1,-22012.49715
JWJ-01-533,O=C1CCC(N2C(C(C=CC(C(NCC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,48,0.906665802,0.942049563,0.8763,0.9137,FALSE,3.139769,Success,FALSE,1,-21192.03848
JWJ-01-533,O=C1CCC(N2C(C(C=CC(C(NCC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,49,0.912926495,0.944717705,0.8787,0.9193,FALSE,3.1572871,Success,FALSE,1,-21215.27118
JWJ-01-533,O=C1CCC(N2C(C(C=CC(C(NCC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,50,0.903534055,0.940646648,0.8748,0.911,FALSE,3.0639377,Success,FALSE,1,-21267.10628
JWJ-01-533,O=C1CCC(N2C(C(C=CC(C(NCC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,51,0.91356796,0.944977343,0.8781,0.9198,FALSE,3.2000327,Success,FALSE,1,-21060.05457
JWJ-01-534,O=C1CCC(N2C(C(C=CC(NC(NCC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,42,0.907282472,0.942674458,0.8783,0.9144,FALSE,3.159286,Success,FALSE,1,-21395.30746
JWJ-01-534,O=C1CCC(N2C(C(C=CC(NC(NCC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,43,0.913923681,0.94483453,0.8788,0.9201,FALSE,3.083341,Success,FALSE,1,-21932.44522
JWJ-01-534,O=C1CCC(N2C(C(C=CC(NC(NCC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,44,0.906116247,0.94222486,0.878,0.9133,FALSE,3.1599708,Success,FALSE,1,-21283.45114
JWJ-01-534,O=C1CCC(N2C(C(C=CC(NC(NCC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,45,0.905743539,0.942130208,0.8786,0.913,FALSE,3.1331418,Success,FALSE,1,-21444.49988
JWJ-01-534,O=C1CCC(N2C(C(C=CC(NC(NCC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,46,0.903426349,0.941007376,0.8777,0.9109,FALSE,3.1462607,Success,FALSE,1,-21354.73819
JWJ-01-534,O=C1CCC(N2C(C(C=CC(NC(NCC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,47,0.911645591,0.944417238,0.879,0.9182,FALSE,3.157151,Success,FALSE,1,-21346.1502
JWJ-01-534,O=C1CCC(N2C(C(C=CC(NC(NCC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,48,0.913964033,0.944887042,0.8795,0.9201,FALSE,3.1473985,Success,FALSE,1,-21158.72655
JWJ-01-534,O=C1CCC(N2C(C(C=CC(NC(NCC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,49,0.911356628,0.943811238,0.8789,0.9178,FALSE,3.206758,Success,FALSE,1,-21366.66934
JWJ-01-534,O=C1CCC(N2C(C(C=CC(NC(NCC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,50,0.908417523,0.942726314,0.8789,0.9153,FALSE,2.9234948,Success,FALSE,1,-22362.78752
JWJ-01-534,O=C1CCC(N2C(C(C=CC(NC(NCC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,51,0.908545196,0.943104625,0.8785,0.9155,FALSE,3.1299245,Success,FALSE,1,-21391.30788
JWJ-01-535,O=C1CCC(N2C(C(C=CC(CNC(NC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,42,0.778202474,0.878269851,0.8593,0.7982,FALSE,3.2600062,Success,FALSE,0.7,-21970.46399
JWJ-01-535,O=C1CCC(N2C(C(C=CC(CNC(NC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,43,0.747572303,0.855834424,0.8562,0.7692,FALSE,17.40464,Success,TRUE,0.7,-21571.85834
JWJ-01-535,O=C1CCC(N2C(C(C=CC(CNC(NC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,44,0.786149323,0.878660679,0.8591,0.8047,FALSE,3.2233808,Success,FALSE,0.7,-21308.00055
JWJ-01-535,O=C1CCC(N2C(C(C=CC(CNC(NC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,45,0.794929981,0.875936091,0.8589,0.8111,FALSE,3.1182396,Success,FALSE,0.7,-21729.83247
JWJ-01-535,O=C1CCC(N2C(C(C=CC(CNC(NC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,46,0.779410303,0.868726313,0.8589,0.7973,FALSE,16.586617,Success,TRUE,0.7,-21494.44873
JWJ-01-535,O=C1CCC(N2C(C(C=CC(CNC(NC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,47,0.778692245,0.88141185,0.859,0.7992,FALSE,2.7669177,Success,FALSE,0.7,-21293.65293
JWJ-01-535,O=C1CCC(N2C(C(C=CC(CNC(NC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,48,0.801266372,0.884568155,0.8607,0.8179,FALSE,3.2684417,Success,FALSE,0.7,-22086.81358
JWJ-01-535,O=C1CCC(N2C(C(C=CC(CNC(NC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,49,0.792442799,0.872852087,0.8579,0.8085,FALSE,2.8839931,Success,FALSE,0.7,-21502.07767
JWJ-01-535,O=C1CCC(N2C(C(C=CC(CNC(NC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,50,0.803323388,0.884554982,0.8606,0.8196,FALSE,3.2194154,Success,FALSE,0.7,-21400.73671
JWJ-01-535,O=C1CCC(N2C(C(C=CC(CNC(NC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,51,0.756975651,0.852713525,0.8569,0.7761,FALSE,24.707401,Success,TRUE,0.7,-21593.72775
JWJ-01-538,O=C1CCC(N2C(C(C=CC(NC(N(C)CC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,42,0.742806017,0.856562316,0.856,0.7656,FALSE,19.656921,Success,TRUE,0,-21824.71856
JWJ-01-538,O=C1CCC(N2C(C(C=CC(NC(N(C)CC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,43,0.762336254,0.855659008,0.8558,0.781,FALSE,24.67945,Success,TRUE,0,-21363.63559
JWJ-01-538,O=C1CCC(N2C(C(C=CC(NC(N(C)CC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,44,0.752799332,0.853629112,0.8554,0.773,FALSE,24.1699,Success,TRUE,0,-21155.9534
JWJ-01-538,O=C1CCC(N2C(C(C=CC(NC(N(C)CC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,45,0.764854193,0.855250299,0.8558,0.7829,FALSE,20.386234,Success,TRUE,0,-21268.64661
JWJ-01-538,O=C1CCC(N2C(C(C=CC(NC(N(C)CC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,46,0.763205469,0.857648551,0.8563,0.7821,FALSE,21.081879,Success,TRUE,0,-21477.77895
JWJ-01-538,O=C1CCC(N2C(C(C=CC(NC(N(C)CC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,47,0.770273566,0.856572568,0.8565,0.7875,FALSE,21.873209,Success,TRUE,0,-20680.54727
JWJ-01-538,O=C1CCC(N2C(C(C=CC(NC(N(C)CC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,48,0.751974523,0.85752058,0.8562,0.7731,FALSE,24.94702,Success,TRUE,0,-21987.99129
JWJ-01-538,O=C1CCC(N2C(C(C=CC(NC(N(C)CC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,49,0.751813889,0.852298141,0.8556,0.7719,FALSE,19.602682,Success,TRUE,0,-21361.71675
JWJ-01-538,O=C1CCC(N2C(C(C=CC(NC(N(C)CC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,50,0.764455378,0.855576694,0.8552,0.7827,FALSE,25.28064,Success,TRUE,0,-21909.49837
JWJ-01-538,O=C1CCC(N2C(C(C=CC(NC(N(C)CC3(CCCC3)C4=CC=C(SC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,51,0.757718801,0.85537374,0.8556,0.7772,FALSE,24.4768,Success,TRUE,0,-22556.01985
JWJ-01-539,O=C1N(C2CCC(NC2=O)=O)CC3=CC(CC(N(C)CC4(CCCC4)C5=CC=C(SC)C=C5)=O)=CC=C31,42,0.765898168,0.85595578,0.856,0.7839,FALSE,20.483368,Success,TRUE,0,-21568.92012
JWJ-01-539,O=C1N(C2CCC(NC2=O)=O)CC3=CC(CC(N(C)CC4(CCCC4)C5=CC=C(SC)C=C5)=O)=CC=C31,43,0.762770832,0.856196702,0.856,0.7815,FALSE,18.826385,Success,TRUE,0,-21263.76339
JWJ-01-539,O=C1N(C2CCC(NC2=O)=O)CC3=CC(CC(N(C)CC4(CCCC4)C5=CC=C(SC)C=C5)=O)=CC=C31,44,0.766521871,0.853639126,0.8565,0.7839,FALSE,14.71141,Success,TRUE,0,-22037.41993
JWJ-01-539,O=C1N(C2CCC(NC2=O)=O)CC3=CC(CC(N(C)CC4(CCCC4)C5=CC=C(SC)C=C5)=O)=CC=C31,45,0.764295578,0.857122064,0.8562,0.7829,FALSE,17.830889,Success,TRUE,0,-21616.21949
JWJ-01-539,O=C1N(C2CCC(NC2=O)=O)CC3=CC(CC(N(C)CC4(CCCC4)C5=CC=C(SC)C=C5)=O)=CC=C31,46,0.747860074,0.857657611,0.856,0.7698,FALSE,20.86736,Success,TRUE,0,-21029.94871
JWJ-01-539,O=C1N(C2CCC(NC2=O)=O)CC3=CC(CC(N(C)CC4(CCCC4)C5=CC=C(SC)C=C5)=O)=CC=C31,47,0.764041841,0.856094003,0.8559,0.7825,FALSE,18.804192,Success,TRUE,0,-21681.7812
JWJ-01-539,O=C1N(C2CCC(NC2=O)=O)CC3=CC(CC(N(C)CC4(CCCC4)C5=CC=C(SC)C=C5)=O)=CC=C31,48,0.759821475,0.856766522,0.8565,0.7792,FALSE,16.941013,Success,TRUE,0,-21281.1372
