Compound_ID,SMILES,Seed,ipTM_ikzf1,pTM_ikzf1,pLDDT_ikzf1,Ranking_Score_ikzf1,Early_Stopped_ikzf1,Min_Dist_Angstrom_ikzf1,Dist_Status_ikzf1,Flagged_Greater_Than_10A_ikzf1,Fraction_Success_Under_10A_ikzf1,OpenMM_Minimized_Energy_kJ_mol,OpenMM_Minimized_Energy_kJ_mol_ikzf1
JWJ-01-222,CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=CC=C(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)C=C2)C,45,0.7300827503204346,0.8495365381240845,0.8587,0.754,False,2.7078903,Success,False,1.0,,-20411.169885635376
JWJ-01-222,CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=CC=C(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)C=C2)C,46,0.7503231167793274,0.8520839810371399,0.8591,0.7707,False,2.3283083,Success,False,1.0,,-20535.082195222378
JWJ-01-222,CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=CC=C(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)C=C2)C,47,0.7241387367248535,0.8425611853599548,0.8573,0.7478,False,3.4358308,Success,False,1.0,,
JWJ-01-222,CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=CC=C(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)C=C2)C,48,0.7245379090309143,0.8493298292160034,0.8577,0.7495,False,2.804173,Success,False,1.0,,-20640.544522941113
JWJ-01-222,CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=CC=C(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)C=C2)C,49,0.7453469634056091,0.8472980856895447,0.8583,0.7657,False,2.566888,Success,False,1.0,,-20452.687899142504
JWJ-01-222,CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=CC=C(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)C=C2)C,50,0.7569992542266846,0.8474366664886475,0.8588,0.7751,False,3.2397509,Success,False,1.0,,-20641.397130429745
JWJ-01-222,CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=CC=C(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)C=C2)C,51,0.7533393502235413,0.8482230305671692,0.8597,0.7723,False,2.460646,Success,False,1.0,,-20489.194628238678
JWJ-01-227,CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=CC(C)=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)C,42,0.7305673360824585,0.8619040250778198,0.8595,0.7568,False,2.6505547,Success,False,1.0,,
JWJ-01-227,CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=CC(C)=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)C,43,0.7262169122695923,0.8503615856170654,0.8579,0.751,False,3.2503016,Success,False,1.0,,
JWJ-01-227,CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=CC(C)=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)C,44,0.7461920380592346,0.8521718382835388,0.8585,0.7674,False,2.899312,Success,False,1.0,,
JWJ-01-227,CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=CC(C)=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)C,45,0.7321013808250427,0.8491266965866089,0.8576,0.7555,False,3.324388,Success,False,1.0,,
JWJ-01-227,CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=CC(C)=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)C,46,0.7389093041419983,0.8486779928207397,0.8576,0.7609,False,3.2249107,Success,False,1.0,,
JWJ-01-227,CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=CC(C)=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)C,47,0.7282143831253052,0.8511315584182739,0.8582,0.7528,False,3.198076,Success,False,1.0,,
JWJ-01-227,CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=CC(C)=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)C,48,0.7565147280693054,0.8501261472702026,0.8591,0.7752,False,2.7742426,Success,False,1.0,,
JWJ-01-227,CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=CC(C)=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)C,49,0.7527412176132202,0.8528068661689758,0.8588,0.7728,False,3.1402795,Success,False,1.0,,
JWJ-01-227,CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=CC(C)=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)C,50,0.7171871066093445,0.8429266810417175,0.8568,0.7423,False,3.2372453,Success,False,1.0,,
JWJ-01-227,CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=CC(C)=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)C,51,0.7192631363868713,0.8440139889717102,0.8565,0.7442,False,3.0747209,Success,False,1.0,,
JWJ-01-231,CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=CC(C)=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)C,42,0.7309495806694031,0.8512085676193237,0.8572,0.755,False,3.1685474,Success,False,1.0,,
JWJ-01-231,CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=CC(C)=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)C,43,0.7344434261322021,0.8422120213508606,0.8568,0.756,False,3.0052094,Success,False,1.0,,
JWJ-01-231,CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=CC(C)=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)C,44,0.7370821833610535,0.8499540090560913,0.8577,0.7597,False,3.309924,Success,False,1.0,,
JWJ-01-231,CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=CC(C)=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)C,45,0.758414089679718,0.8531814217567444,0.8593,0.7774,False,2.9405508,Success,False,1.0,,
JWJ-01-231,CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=CC(C)=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)C,46,0.7178457975387573,0.8475061655044556,0.8568,0.7438,False,3.4048283,Success,False,1.0,,
JWJ-01-231,CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=CC(C)=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)C,47,0.748590350151062,0.8473247289657593,0.8575,0.7683,False,3.0425007,Success,False,1.0,,
JWJ-01-231,CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=CC(C)=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)C,48,0.7253967523574829,0.8499343991279602,0.8579,0.7503,False,3.0642529,Success,False,1.0,,
JWJ-01-231,CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=CC(C)=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)C,49,0.7471046447753906,0.8507673740386963,0.8584,0.7678,False,3.2460177,Success,False,1.0,,
JWJ-01-231,CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=CC(C)=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)C,50,0.7384334802627563,0.8470812439918518,0.8582,0.7602,False,3.124859,Success,False,1.0,,
JWJ-01-231,CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=CC(C)=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)C,51,0.7330249547958374,0.841285765171051,0.8569,0.7547,False,3.219876,Success,False,1.0,,
JWJ-01-235,ClC1=CC(CN2CCC(C3=CC(NC(C(N4C5CCC(NC5=O)=O)=O)=CC4=O)=CC=C3)CC2)=CC=C1C(F)(F)F,42,0.7139284014701843,0.8405304551124573,0.8594,0.7392,False,3.180075,Success,False,1.0,,-20561.17144832015
JWJ-01-235,ClC1=CC(CN2CCC(C3=CC(NC(C(N4C5CCC(NC5=O)=O)=O)=CC4=O)=CC=C3)CC2)=CC=C1C(F)(F)F,43,0.6988937258720398,0.8371165990829468,0.8585,0.7265,False,3.2410333,Success,False,1.0,,-19874.0602260828
JWJ-01-235,ClC1=CC(CN2CCC(C3=CC(NC(C(N4C5CCC(NC5=O)=O)=O)=CC4=O)=CC=C3)CC2)=CC=C1C(F)(F)F,44,0.7081574201583862,0.841288685798645,0.8594,0.7348,False,3.0639777,Success,False,1.0,,-20164.860088467598
JWJ-01-235,ClC1=CC(CN2CCC(C3=CC(NC(C(N4C5CCC(NC5=O)=O)=O)=CC4=O)=CC=C3)CC2)=CC=C1C(F)(F)F,45,0.7180877923965454,0.8403087854385376,0.8597,0.7425,False,2.7926698,Success,False,1.0,,-20333.178167045116
JWJ-01-235,ClC1=CC(CN2CCC(C3=CC(NC(C(N4C5CCC(NC5=O)=O)=O)=CC4=O)=CC=C3)CC2)=CC=C1C(F)(F)F,46,0.7320612072944641,0.8367547392845154,0.8602,0.753,False,3.0907245,Success,False,1.0,,-20540.59029340744
JWJ-01-235,ClC1=CC(CN2CCC(C3=CC(NC(C(N4C5CCC(NC5=O)=O)=O)=CC4=O)=CC=C3)CC2)=CC=C1C(F)(F)F,47,0.7156444787979126,0.8419879674911499,0.8599,0.7409,False,3.0133286,Success,False,1.0,,-20581.75797265768
JWJ-01-235,ClC1=CC(CN2CCC(C3=CC(NC(C(N4C5CCC(NC5=O)=O)=O)=CC4=O)=CC=C3)CC2)=CC=C1C(F)(F)F,48,0.7260033488273621,0.8424125909805298,0.8597,0.7493,False,2.808673,Success,False,1.0,,-20487.489353954792
JWJ-01-235,ClC1=CC(CN2CCC(C3=CC(NC(C(N4C5CCC(NC5=O)=O)=O)=CC4=O)=CC=C3)CC2)=CC=C1C(F)(F)F,49,0.7136733531951904,0.8354724645614624,0.8584,0.738,False,1.3941656,Success,False,1.0,,-20143.535147726536
JWJ-01-235,ClC1=CC(CN2CCC(C3=CC(NC(C(N4C5CCC(NC5=O)=O)=O)=CC4=O)=CC=C3)CC2)=CC=C1C(F)(F)F,50,0.7049245834350586,0.8390448093414307,0.8589,0.7317,False,2.980399,Success,False,1.0,,-20475.91070482135
JWJ-01-235,ClC1=CC(CN2CCC(C3=CC(NC(C(N4C5CCC(NC5=O)=O)=O)=CC4=O)=CC=C3)CC2)=CC=C1C(F)(F)F,51,0.6957241296768188,0.8389967083930969,0.8585,0.7244,False,3.092285,Success,False,1.0,,-20098.816314280033
JWJ-01-237,O=C(N(C1CCC(NC1=O)=O)C2=O)C=C2NC3=CC=CC(C4CCN(CCC(C=C5)=CC(Cl)=C5C(F)(F)F)CC4)=C3,42,0.7329177260398865,0.8364138603210449,0.8594,0.7536,False,2.957464,Success,False,1.0,,-20012.592932999134
JWJ-01-237,O=C(N(C1CCC(NC1=O)=O)C2=O)C=C2NC3=CC=CC(C4CCN(CCC(C=C5)=CC(Cl)=C5C(F)(F)F)CC4)=C3,43,0.735709011554718,0.8393012285232544,0.8599,0.7564,False,3.2177367,Success,False,1.0,,-20606.81426052749
JWJ-01-237,O=C(N(C1CCC(NC1=O)=O)C2=O)C=C2NC3=CC=CC(C4CCN(CCC(C=C5)=CC(Cl)=C5C(F)(F)F)CC4)=C3,44,0.7533941268920898,0.8386530876159668,0.8589,0.7704,False,3.103261,Success,False,1.0,,-20928.755521416664
JWJ-01-237,O=C(N(C1CCC(NC1=O)=O)C2=O)C=C2NC3=CC=CC(C4CCN(CCC(C=C5)=CC(Cl)=C5C(F)(F)F)CC4)=C3,45,0.7512860894203186,0.8369782567024231,0.8597,0.7684,False,2.908543,Success,False,1.0,,-20258.95958185196
JWJ-01-237,O=C(N(C1CCC(NC1=O)=O)C2=O)C=C2NC3=CC=CC(C4CCN(CCC(C=C5)=CC(Cl)=C5C(F)(F)F)CC4)=C3,46,0.7556955814361572,0.8392953276634216,0.8605,0.7724,False,2.9992661,Success,False,1.0,,-20804.772805780172
JWJ-01-237,O=C(N(C1CCC(NC1=O)=O)C2=O)C=C2NC3=CC=CC(C4CCN(CCC(C=C5)=CC(Cl)=C5C(F)(F)F)CC4)=C3,47,0.7531484961509705,0.8377914428710938,0.8601,0.7701,False,3.0036392,Success,False,1.0,,-20985.405852347612
JWJ-01-237,O=C(N(C1CCC(NC1=O)=O)C2=O)C=C2NC3=CC=CC(C4CCN(CCC(C=C5)=CC(Cl)=C5C(F)(F)F)CC4)=C3,48,0.7533146739006042,0.8355647921562195,0.8602,0.7698,False,3.0251365,Success,False,1.0,,-20142.944561958313
JWJ-01-237,O=C(N(C1CCC(NC1=O)=O)C2=O)C=C2NC3=CC=CC(C4CCN(CCC(C=C5)=CC(Cl)=C5C(F)(F)F)CC4)=C3,49,0.7271166443824768,0.8354101777076721,0.8589,0.7488,False,3.175246,Success,False,1.0,,-21047.01980678737
JWJ-01-237,O=C(N(C1CCC(NC1=O)=O)C2=O)C=C2NC3=CC=CC(C4CCN(CCC(C=C5)=CC(Cl)=C5C(F)(F)F)CC4)=C3,50,0.7470009326934814,0.8390445709228516,0.8606,0.7654,False,3.1363115,Success,False,1.0,,-20185.61959171295
JWJ-01-237,O=C(N(C1CCC(NC1=O)=O)C2=O)C=C2NC3=CC=CC(C4CCN(CCC(C=C5)=CC(Cl)=C5C(F)(F)F)CC4)=C3,51,0.7368629574775696,0.8440861701965332,0.8602,0.7583,False,3.4518232,Success,False,1.0,,-20965.21750728786
JWJ-01-237-BP,O=C(N(C1CCC(NC1=O)=O)C2=O)C=C2NC3=CC=CC(C4CCN(CCC(C=C5)=CC=C5C(F)(F)F)CC4)=C3,42,0.7217611074447632,0.8374173641204834,0.8579,0.7449,False,2.8789444,Success,False,1.0,,-20887.452702224255
JWJ-01-237-BP,O=C(N(C1CCC(NC1=O)=O)C2=O)C=C2NC3=CC=CC(C4CCN(CCC(C=C5)=CC=C5C(F)(F)F)CC4)=C3,43,0.7328580617904663,0.8377225995063782,0.8593,0.7538,False,2.98012,Success,False,1.0,,-20223.661948382854
JWJ-01-237-BP,O=C(N(C1CCC(NC1=O)=O)C2=O)C=C2NC3=CC=CC(C4CCN(CCC(C=C5)=CC=C5C(F)(F)F)CC4)=C3,44,0.7459908127784729,0.8402714729309082,0.8595,0.7648,False,3.0177846,Success,False,1.0,,-20237.27319699526
JWJ-01-237-BP,O=C(N(C1CCC(NC1=O)=O)C2=O)C=C2NC3=CC=CC(C4CCN(CCC(C=C5)=CC=C5C(F)(F)F)CC4)=C3,45,0.7242695093154907,0.8406710028648376,0.8587,0.7475,False,2.8557591,Success,False,1.0,,-19994.998700380325
JWJ-01-237-BP,O=C(N(C1CCC(NC1=O)=O)C2=O)C=C2NC3=CC=CC(C4CCN(CCC(C=C5)=CC=C5C(F)(F)F)CC4)=C3,46,0.7299962639808655,0.8347100615501404,0.8591,0.7509,False,3.0504587,Success,False,1.0,,-19985.441477179527
JWJ-01-237-BP,O=C(N(C1CCC(NC1=O)=O)C2=O)C=C2NC3=CC=CC(C4CCN(CCC(C=C5)=CC=C5C(F)(F)F)CC4)=C3,47,0.7416693568229675,0.8443172574043274,0.8601,0.7622,False,3.1820803,Success,False,1.0,,-20867.383431136608
JWJ-01-237-BP,O=C(N(C1CCC(NC1=O)=O)C2=O)C=C2NC3=CC=CC(C4CCN(CCC(C=C5)=CC=C5C(F)(F)F)CC4)=C3,48,0.7386692762374878,0.8436396718025208,0.8595,0.7597,False,3.0228958,Success,False,1.0,,-20194.407046079636
JWJ-01-237-BP,O=C(N(C1CCC(NC1=O)=O)C2=O)C=C2NC3=CC=CC(C4CCN(CCC(C=C5)=CC=C5C(F)(F)F)CC4)=C3,49,0.7357193827629089,0.8358511328697205,0.8592,0.7557,False,3.060739,Success,False,1.0,,-20270.692373633385
JWJ-01-237-BP,O=C(N(C1CCC(NC1=O)=O)C2=O)C=C2NC3=CC=CC(C4CCN(CCC(C=C5)=CC=C5C(F)(F)F)CC4)=C3,50,0.7530123591423035,0.8371253609657288,0.8594,0.7698,False,3.3252745,Success,False,1.0,,-20041.846541762352
JWJ-01-237-BP,O=C(N(C1CCC(NC1=O)=O)C2=O)C=C2NC3=CC=CC(C4CCN(CCC(C=C5)=CC=C5C(F)(F)F)CC4)=C3,51,0.735940158367157,0.8411030769348145,0.8585,0.757,False,2.8551424,Success,False,1.0,,-20294.388125747442
JWJ-01-238,O=C(N(C1CCC(NC1=O)=O)C2=O)C=C2NC3=CC=CC(C4CCN(CCC(C=C5)=CC=C5C(F)(F)F)CC4)=C3,42,0.7394616007804871,0.8425209522247314,0.8591,0.7601,False,3.222986,Success,False,1.0,,-20134.415880441666
JWJ-01-238,O=C(N(C1CCC(NC1=O)=O)C2=O)C=C2NC3=CC=CC(C4CCN(CCC(C=C5)=CC=C5C(F)(F)F)CC4)=C3,43,0.7411776781082153,0.8421347141265869,0.8597,0.7614,False,3.1572592,Success,False,1.0,,-20062.261765122414
JWJ-01-238,O=C(N(C1CCC(NC1=O)=O)C2=O)C=C2NC3=CC=CC(C4CCN(CCC(C=C5)=CC=C5C(F)(F)F)CC4)=C3,44,0.753840446472168,0.8412068486213684,0.8598,0.7713,False,3.1368759,Success,False,1.0,,-20399.535405129194
JWJ-01-238,O=C(N(C1CCC(NC1=O)=O)C2=O)C=C2NC3=CC=CC(C4CCN(CCC(C=C5)=CC=C5C(F)(F)F)CC4)=C3,45,0.7512140274047852,0.8374812006950378,0.859,0.7685,False,3.105014,Success,False,1.0,,-19935.375329971313
JWJ-01-238,O=C(N(C1CCC(NC1=O)=O)C2=O)C=C2NC3=CC=CC(C4CCN(CCC(C=C5)=CC=C5C(F)(F)F)CC4)=C3,46,0.7374404668807983,0.8418612480163574,0.8595,0.7583,False,3.177429,Success,False,1.0,,-20226.26703608036
JWJ-01-238,O=C(N(C1CCC(NC1=O)=O)C2=O)C=C2NC3=CC=CC(C4CCN(CCC(C=C5)=CC=C5C(F)(F)F)CC4)=C3,47,0.720281720161438,0.840323269367218,0.8586,0.7443,False,3.3778007,Success,False,1.0,,-20252.990167200565
JWJ-01-238,O=C(N(C1CCC(NC1=O)=O)C2=O)C=C2NC3=CC=CC(C4CCN(CCC(C=C5)=CC=C5C(F)(F)F)CC4)=C3,48,0.7252286672592163,0.8400511741638184,0.8582,0.7482,False,3.4168913,Success,False,1.0,,-19931.555220723152
JWJ-01-238,O=C(N(C1CCC(NC1=O)=O)C2=O)C=C2NC3=CC=CC(C4CCN(CCC(C=C5)=CC=C5C(F)(F)F)CC4)=C3,49,0.7276024222373962,0.8443442583084106,0.8598,0.751,False,2.8906915,Success,False,1.0,,-20269.406177163124
JWJ-01-238,O=C(N(C1CCC(NC1=O)=O)C2=O)C=C2NC3=CC=CC(C4CCN(CCC(C=C5)=CC=C5C(F)(F)F)CC4)=C3,50,0.7533767223358154,0.84373939037323,0.8605,0.7714,False,2.8217533,Success,False,1.0,,-20467.49032509327
JWJ-01-238,O=C(N(C1CCC(NC1=O)=O)C2=O)C=C2NC3=CC=CC(C4CCN(CCC(C=C5)=CC=C5C(F)(F)F)CC4)=C3,51,0.7474877238273621,0.8384669423103333,0.8599,0.7657,False,2.387294,Success,False,1.0,,-20806.536070734262
JWJ-01-245,O=C(N1C2CCC(NC2=O)=O)C=C(NC3=CC=C(C4=CN(CC(C=C5)=CC(Cl)=C5C(F)(F)F)N=N4)C=C3)C1=O,42,0.7327319383621216,0.8395758271217346,0.8602,0.7541,False,3.2905953,Success,False,1.0,,-20593.401371359825
JWJ-01-245,O=C(N1C2CCC(NC2=O)=O)C=C(NC3=CC=C(C4=CN(CC(C=C5)=CC(Cl)=C5C(F)(F)F)N=N4)C=C3)C1=O,43,0.7067663073539734,0.8377339839935303,0.8589,0.733,False,2.755733,Success,False,1.0,,-20442.47822213173
JWJ-01-245,O=C(N1C2CCC(NC2=O)=O)C=C(NC3=CC=C(C4=CN(CC(C=C5)=CC(Cl)=C5C(F)(F)F)N=N4)C=C3)C1=O,44,0.7339330911636353,0.8468949794769287,0.8609,0.7565,False,2.9770827,Success,False,1.0,,
JWJ-01-245,O=C(N1C2CCC(NC2=O)=O)C=C(NC3=CC=C(C4=CN(CC(C=C5)=CC(Cl)=C5C(F)(F)F)N=N4)C=C3)C1=O,45,0.7404677271842957,0.8423984050750732,0.8602,0.7609,False,2.9827962,Success,False,1.0,,
JWJ-01-245,O=C(N1C2CCC(NC2=O)=O)C=C(NC3=CC=C(C4=CN(CC(C=C5)=CC(Cl)=C5C(F)(F)F)N=N4)C=C3)C1=O,46,0.7509466409683228,0.8544014692306519,0.8616,0.7716,False,2.433215,Success,False,1.0,,-20400.940999150276
JWJ-01-245,O=C(N1C2CCC(NC2=O)=O)C=C(NC3=CC=C(C4=CN(CC(C=C5)=CC(Cl)=C5C(F)(F)F)N=N4)C=C3)C1=O,47,0.7159435749053955,0.8396379351615906,0.8588,0.7407,False,2.7038424,Success,False,1.0,,-20465.057160794735
JWJ-01-245,O=C(N1C2CCC(NC2=O)=O)C=C(NC3=CC=C(C4=CN(CC(C=C5)=CC(Cl)=C5C(F)(F)F)N=N4)C=C3)C1=O,48,0.7362107038497925,0.842288076877594,0.8603,0.7574,False,3.3441935,Success,False,1.0,,
JWJ-01-245,O=C(N1C2CCC(NC2=O)=O)C=C(NC3=CC=C(C4=CN(CC(C=C5)=CC(Cl)=C5C(F)(F)F)N=N4)C=C3)C1=O,49,0.7387579083442688,0.8383959531784058,0.8599,0.7587,False,2.3773713,Success,False,1.0,,-20483.272790431976
JWJ-01-245,O=C(N1C2CCC(NC2=O)=O)C=C(NC3=CC=C(C4=CN(CC(C=C5)=CC(Cl)=C5C(F)(F)F)N=N4)C=C3)C1=O,50,0.7470577359199524,0.8524269461631775,0.8616,0.7681,False,3.2169204,Success,False,1.0,,-20266.443241894245
JWJ-01-245,O=C(N1C2CCC(NC2=O)=O)C=C(NC3=CC=C(C4=CN(CC(C=C5)=CC(Cl)=C5C(F)(F)F)N=N4)C=C3)C1=O,51,0.705724835395813,0.8390762209892273,0.8589,0.7324,False,2.7733896,Success,False,1.0,,-20029.262774705887
JWJ-01-248,O=C(N1C2CCC(NC2=O)=O)C=C(NC3=CC=C(C4=CN(CCC5=CC(Cl)=C(C(F)(F)F)C=C5)N=N4)C=C3)C1=O,42,0.7309464812278748,0.8393282890319824,0.8585,0.7526,False,3.2295647,Success,False,1.0,,
JWJ-01-248,O=C(N1C2CCC(NC2=O)=O)C=C(NC3=CC=C(C4=CN(CCC5=CC(Cl)=C(C(F)(F)F)C=C5)N=N4)C=C3)C1=O,43,0.7374972701072693,0.8401557803153992,0.8589,0.758,False,3.0652437,Success,False,1.0,,-20565.045932650566
JWJ-01-248,O=C(N1C2CCC(NC2=O)=O)C=C(NC3=CC=C(C4=CN(CCC5=CC(Cl)=C(C(F)(F)F)C=C5)N=N4)C=C3)C1=O,44,0.7355266213417053,0.8421423435211182,0.8588,0.7568,False,2.9567723,Success,False,1.0,,-20460.150185406208
JWJ-01-248,O=C(N1C2CCC(NC2=O)=O)C=C(NC3=CC=C(C4=CN(CCC5=CC(Cl)=C(C(F)(F)F)C=C5)N=N4)C=C3)C1=O,45,0.7202160954475403,0.8391183614730835,0.8585,0.744,False,3.1541953,Success,False,1.0,,-20368.530130147934
JWJ-01-248,O=C(N1C2CCC(NC2=O)=O)C=C(NC3=CC=C(C4=CN(CCC5=CC(Cl)=C(C(F)(F)F)C=C5)N=N4)C=C3)C1=O,46,0.7105365991592407,0.841231644153595,0.8589,0.7367,False,3.069998,Success,False,1.0,,-20587.05701303482
JWJ-01-248,O=C(N1C2CCC(NC2=O)=O)C=C(NC3=CC=C(C4=CN(CCC5=CC(Cl)=C(C(F)(F)F)C=C5)N=N4)C=C3)C1=O,47,0.7386308908462524,0.8364071249961853,0.8593,0.7582,False,3.255193,Success,False,1.0,,
JWJ-01-248,O=C(N1C2CCC(NC2=O)=O)C=C(NC3=CC=C(C4=CN(CCC5=CC(Cl)=C(C(F)(F)F)C=C5)N=N4)C=C3)C1=O,48,0.7260280251502991,0.839188277721405,0.8583,0.7487,False,3.0341449,Success,False,1.0,,-20665.114180222154
JWJ-01-248,O=C(N1C2CCC(NC2=O)=O)C=C(NC3=CC=C(C4=CN(CCC5=CC(Cl)=C(C(F)(F)F)C=C5)N=N4)C=C3)C1=O,49,0.7492866516113281,0.8382651805877686,0.8592,0.7671,False,3.0532432,Success,False,1.0,,-20364.943698614836
JWJ-01-248,O=C(N1C2CCC(NC2=O)=O)C=C(NC3=CC=C(C4=CN(CCC5=CC(Cl)=C(C(F)(F)F)C=C5)N=N4)C=C3)C1=O,50,0.7319039106369019,0.8393293023109436,0.8588,0.7534,False,3.0390599,Success,False,1.0,,-20673.665946900845
JWJ-01-248,O=C(N1C2CCC(NC2=O)=O)C=C(NC3=CC=C(C4=CN(CCC5=CC(Cl)=C(C(F)(F)F)C=C5)N=N4)C=C3)C1=O,51,0.7313148975372314,0.8389796614646912,0.8595,0.7528,False,3.1481047,Success,False,1.0,,-20620.615790367126
JWJ-01-251,O=C(N1)CCC(N(C(C(NC2=CC=CC(C(N=N3)=CN3CC4=CC=C(C(F)(F)F)C(Cl)=C4)=C2)=C5)=O)C5=O)C1=O,42,0.7174539566040039,0.8397652506828308,0.8591,0.7419,False,3.0448987,Success,False,1.0,,-20572.28528690338
JWJ-01-251,O=C(N1)CCC(N(C(C(NC2=CC=CC(C(N=N3)=CN3CC4=CC=C(C(F)(F)F)C(Cl)=C4)=C2)=C5)=O)C5=O)C1=O,43,0.703253984451294,0.8363990187644958,0.8587,0.7299,False,3.1842492,Success,False,1.0,,-20355.164477020502
JWJ-01-251,O=C(N1)CCC(N(C(C(NC2=CC=CC(C(N=N3)=CN3CC4=CC=C(C(F)(F)F)C(Cl)=C4)=C2)=C5)=O)C5=O)C1=O,44,0.7157182097434998,0.8351661562919617,0.8583,0.7396,False,2.9862676,Success,False,1.0,,-20314.217920690775
JWJ-01-251,O=C(N1)CCC(N(C(C(NC2=CC=CC(C(N=N3)=CN3CC4=CC=C(C(F)(F)F)C(Cl)=C4)=C2)=C5)=O)C5=O)C1=O,45,0.6955767273902893,0.8379110097885132,0.8584,0.724,False,3.1419492,Success,False,1.0,,-20412.449516057968
JWJ-01-251,O=C(N1)CCC(N(C(C(NC2=CC=CC(C(N=N3)=CN3CC4=CC=C(C(F)(F)F)C(Cl)=C4)=C2)=C5)=O)C5=O)C1=O,46,0.6956222653388977,0.8368245959281921,0.8577,0.7239,False,3.1821775,Success,False,1.0,,-20616.552289307117
JWJ-01-251,O=C(N1)CCC(N(C(C(NC2=CC=CC(C(N=N3)=CN3CC4=CC=C(C(F)(F)F)C(Cl)=C4)=C2)=C5)=O)C5=O)C1=O,47,0.7082131505012512,0.8396229147911072,0.8593,0.7345,False,3.0034847,Success,False,1.0,,-20548.981591701508
JWJ-01-251,O=C(N1)CCC(N(C(C(NC2=CC=CC(C(N=N3)=CN3CC4=CC=C(C(F)(F)F)C(Cl)=C4)=C2)=C5)=O)C5=O)C1=O,48,0.721696138381958,0.8380494117736816,0.8588,0.745,False,3.3041375,Success,False,1.0,,-20509.80044361949
