SMILES,zbtb11_100uM,zbtb11_30uM,zbtb11_10uM,zbtb11_3uM,zbtb11_1uM,zbtb11_300nM,zbtb11_100nM,zbtb11_30nM,zbtb11_10nM,zbtb11_3nM,ikzf1_100uM,ikzf1_30uM,ikzf1_10uM,ikzf1_3uM,ikzf1_1uM,ikzf1_300nM,ikzf1_100nM,ikzf1_30nM,ikzf1_10nM,ikzf1_3nM,True_ZBTB11_AUC,True_IKZF1_AUC,SupCon_Class
C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,96.40544915,96.47288913,96.54032911,100.0,100.0,100.0,100.0,100.0,100.0,100.0,38.73003463,40.14017648,43.82609181,44.38456383,45.64112588,53.55746677,59.32369038,91.91751368,100.0,100.0,447.85472652888654,275.6648076350161,2
CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=CC=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)C,43.18871805,45.83292528,56.89942219,59.05396141,66.39898149,67.4762511,78.15101361,92.74312016,100.0,100.0,,,,,,,,,,,320.713006236142,,0
CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=CC=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)CC,35.25609637,34.08089315,32.61188914,46.02879248,53.08001175,65.41964548,68.74938791,89.11957693,96.95426501,97.73773382,33.63397744,22.05964481,17.82921926,20.44007595,22.00379761,26.19233776,37.85044119,74.15810343,94.975148,100.0,277.7920544548868,192.69156723032404,3
CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=CC=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)C,53.17794535,53.17794535,54.94075017,55.43041818,63.26510626,70.41425913,77.85721281,89.02164333,96.3666634,100.0,19.54652072,17.24282363,14.65989054,15.97229979,15.19043896,15.65117838,17.99676086,28.81715626,69.71825087,89.06930638,320.28374524961407,126.02085334081707,2
O=C(N(C1=O)C2CCC(NC2=O)=O)C=C1NC3=CC(C(CC)(NCCC4=CC(Cl)=C(C(F)(F)F)C=C4)CC)=CC=C3,28.05503102,46.29754518,65.51793903,73.20609657,77.65713515,80.15241435,91.75209064,100.0,96.877529,97.8216887,27.49078521,24.5588071,27.1277784,31.31631855,38.43683681,52.34279013,60.84552664,71.91025355,98.94029934,100.0,348.63950559359915,236.0704161627049,3
ClC1=C(C(F)(F)F)C=CC(CCNC(C2=CC=CC=C2)C3=CC=CC(NC4=CC(N(C4=O)C5CCC(NC5=O)=O)=O)=C3)=C1,62.08990305,71.68739595,79.32621682,86.2795025,85.00636568,88.72784252,95.8769954,98.42326902,100.0,100.0,32.544957,35.70032391,37.64101419,42.54160617,46.01809449,55.93097286,65.04802859,72.07779515,100.0,100.0,395.04047650969784,262.13138808469813,3
CC(NCCCC1=CC(Cl)=C(C=C1)C(F)(F)F)(C2=CC=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)C,73.25433356,72.37293115,71.39359514,85.39810009,82.06835765,83.92909607,87.65057291,90.29478014,92.93898737,100.0,50.75114487,75.84748129,65.71819502,17.01943483,18.79258349,19.99329834,23.42790126,34.42980007,74.21395063,99.34519156,378.318714533117,203.96241449684692,2
O=C(N(C1=O)C2CCC(NC2=O)=O)C=C1NC3=CC(S(NCCC4=CC(Cl)=C(C(F)(F)F)C=C4)(=O)=O)=CC=C3,53.47174616,70.61012633,84.90843208,95.48526099,99.01087063,95.19146019,97.73773382,98.91293703,100.0,100.0,51.11415168,50.61152686,76.22444991,91.80581928,98.28409472,100.0,100.0,100.0,100.0,100.0,411.0519675690616,397.9701343972705,2
CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=C(C)C=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)C,73.32216419,84.35990933,95.98896225,94.8063467,80.12220361,100.0,100.0,100.0,100.0,100.0,17.78733385,17.10320563,22.92527644,25.89913995,30.47861052,39.07907964,54.96760862,83.94532559,100.0,100.0,422.95194881546996,217.99336986170212,2
CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=CC=C(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)C=C2)C,84.68434103,85.06580202,88.11748999,94.41159641,100.0,100.0,100.0,100.0,100.0,100.0,45.82780567,84.85448958,51.87324724,33.45144335,37.33060169,42.30129809,50.26112949,67.07081563,80.52192312,89.82518598,432.0812024653462,259.29750712873806,2
CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=CC(C)=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)C,55.28727703,56.46989258,83.37439637,100.0,100.0,100.0,97.2701291,100.0,100.0,100.0,65.57624813,70.47977296,59.66514971,73.93910897,79.24566324,86.51698601,96.54234328,96.29044988,96.29044988,94.54398898,409.1554173107233,371.3466963020335,2
CC(NCCC1=CC(Cl)=C(C(F)(F)F)C=C1)(C2=CC(C)=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)C,95.49620578,100.0,96.58027003,100.0,100.0,94.51069282,100.0,99.14260373,100.0,100.0,63.69544409,90.46331592,100.0,98.60786915,96.35762145,99.57346051,100.0,94.86305396,94.81267528,97.41557373,446.22718868265656,429.45976155927985,0
ClC1=CC(CN2CCC(C3=CC(NC(C(N4C5CCC(NC5=O)=O)=O)=CC4=O)=CC=C3)CC2)=CC=C1C(F)(F)F,76.96856214,82.29033212,91.94835912,93.13097467,93.72228245,95.10200059,99.93101409,100.0,100.0,100.0,65.50907656,79.14490588,87.0543586,90.2785941,94.14095955,97.83539606,96.92857983,96.32403567,94.52719609,94.34247426,424.32903138291437,409.90850205193885,0
O=C(N(C1CCC(NC1=O)=O)C2=O)C=C2NC3=CC=CC(C4CCN(CCC(C=C5)=CC(Cl)=C5C(F)(F)F)CC4)=C3,66.10169492,74.09200969,76.39225182,90.85956416,100.0,100.0,100.0,97.57869249,96.91283293,97.27602906,40.58842298,46.71782901,49.75734269,57.86831013,69.18672018,77.88543888,86.08037079,94.22492401,96.34082856,97.80181027,410.6310452057099,325.21153788540664,2
O=C(N(C1CCC(NC1=O)=O)C2=O)C=C2NC3=CC=CC(C4CCN(CCC(C=C5)=CC=C5C(F)(F)F)CC4)=C3,89.2251816,84.50363196,87.77239709,94.97578692,97.57869249,98.062954,92.43341404,95.88377724,100.0,97.45762712,53.61970814,52.79685637,53.80442997,60.9246167,62.78862785,76.79390082,80.5890947,92.94866413,95.76987019,93.33490067,424.4115632644614,326.6277510988678,2
O=C(N(C1CCC(NC1=O)=O)C2=O)C=C2NC3=CC=CC(C4CCN(CCC(C=C5)=CC=C5C(F)(F)F)CC4)=C3,54.96368039,71.42857143,86.56174334,98.36561743,100.0,95.64164649,100.0,100.0,97.15496368,98.84987893,48.58184017,50.31150817,54.35859544,66.63420041,73.06587852,82.36914138,84.40108146,94.30888848,95.83704176,99.69101076,414.7891916371722,339.4075289367085,2
O=C(N1C2CCC(NC2=O)=O)C=C(NC3=CC=C(C4=CN(CC(C=C5)=CC(Cl)=C5C(F)(F)F)N=N4)C=C3)C1=O,56.90072639,68.28087167,76.63438257,96.61016949,92.67554479,92.49394673,89.46731235,93.58353511,89.58837772,97.09443099,61.71388268,73.63683689,79.02735562,83.84691599,84.41787436,84.95524694,85.71092714,96.12252095,92.74714941,95.95459202,389.92746755005123,381.4531607607003,3
O=C(N1C2CCC(NC2=O)=O)C=C(NC3=CC=C(C4=CN(CCC5=CC(Cl)=C(C(F)(F)F)C=C5)N=N4)C=C3)C1=O,60.27083731,73.24051116,86.973107,100.0,100.0,98.41693687,100.0,100.0,94.41159641,97.27255388,54.64669901,73.71440624,82.42143008,88.05737186,87.51740139,89.94726851,88.74920903,95.48196583,99.8692259,98.51929973,417.7091210763183,392.92276204039047,2
O=C(N1)CCC(N(C(C(NC2=CC=CC(C(N=N3)=CN3CC4=CC=C(C(F)(F)F)C(Cl)=C4)=C2)=C5)=O)C5=O)C1=O,50.0,66.10169492,80.14527845,86.07748184,87.59079903,93.82566586,100.0,97.03389831,95.82324455,96.73123487,45.56844548,57.65028475,63.58995992,65.88483442,69.25964986,78.69225902,82.89390424,93.27146172,94.89137313,97.37186248,391.66035347113007,340.4370879680549,3
CC(NCCC1=CC=CC=C1)(C2=CC=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)CC,69.2351707,87.354568,93.07648293,98.79839786,100.0,100.0,96.31890139,96.70036239,100.0,95.9374404,36.92891795,43.52668213,44.25226745,46.66526049,49.68572031,59.69204809,71.55452436,84.21008226,94.63826197,96.41004008,429.3069801083226,281.97247706585705,2
O=C(N1)CCC(N(C(C(NC2=CC=CC(C(N=N3)=CN3CCC(C=C4Cl)=CC=C4C(F)(F)F)=C2)=C5)=O)C5=O)C1=O,76.67366012,81.44192256,93.83940492,97.84474537,100.0,100.0,100.0,98.22620637,100.0,100.0,24.31554524,26.31512339,27.59755326,29.33558321,28.01940519,31.7823244,40.11811854,54.42733601,75.45243619,90.45349082,431.8655904738152,186.52908488104333,2
CC(NCCC1=CC=C(C(F)(F)F)C=C1)(C2=CC=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)CC,54.35819187,57.98207133,59.50791532,67.70932672,65.99275224,79.72534808,98.60766737,90.40625596,100.0,100.0,38.05948112,25.50516769,28.13752373,30.2299093,31.88356887,36.23708078,46.22653449,69.95148703,87.39928285,96.46066231,350.3209773543636,212.95413927580472,3
CC(NCCC1=CC=C(OC)C=C1)(C2=CC=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)CC,74.19416365,85.25653252,91.35990845,98.03547587,100.0,100.0,100.0,100.0,99.17985886,100.0,27.05758279,33.82408775,38.98755537,37.77262181,40.69183717,47.45834212,59.96203333,75.87428812,86.85931238,93.60894326,432.4571007122349,242.26201989418058,2
CC(NCCC1=CC=C(C)C=C1)(C2=CC=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)CC,73.04978066,78.5809651,92.12283044,99.37058936,94.03013542,97.84474537,100.0,98.98912836,100.0,100.0,27.14195317,32.54165788,34.66779161,36.62518456,40.40497785,46.42902341,54.74794347,76.98797722,86.994305,98.0974478,425.7112231162692,237.4419409194274,2
CC(NCCC1=CC=C(OC)C(Cl)=C1)(C2=CC=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)CC,61.98741179,79.34388709,83.15849704,100.0,100.0,99.94278085,100.0,100.0,100.0,100.0,26.43324193,26.36574562,24.16367855,23.63214512,25.31955284,31.36047247,31.98481333,51.65998734,77.47732546,84.75005273,423.57246980398224,175.04955116897742,2
CC(NCCC1=CC=C(Cl)C(C(F)(F)F)=C1)(C2=CC=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)CC,30.70761015,33.56856761,33.75929811,37.76463857,57.40987984,56.83768835,65.22983025,88.49895098,100.0,100.0,27.52053742,28.07506753,23.79726379,26.17382143,28.26519214,34.77696007,45.0912202,70.40155902,87.67121117,93.66013641,270.7065424519118,203.8075470172281,3
CC(NCCC1=CC=CC(Cl)=C1)(C2=CC=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)CC,68.28151821,72.28685867,94.98378791,95.5559794,94.22086592,100.0,100.0,100.0,100.0,100.0,33.30349433,31.43393566,35.39486505,41.3045717,42.49285052,51.19897333,62.93916805,79.6701338,94.9117901,95.56138252,422.5191604977575,253.36349666401662,2
CC(NCCC1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)(C2=CC=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)CC,38.00724447,49.92388052,73.70465641,96.38301223,98.48285999,93.86319492,98.22037902,100.0,100.0,100.0,43.11075551,41.95416413,49.06007146,58.78811404,65.58506888,75.40817377,81.30203671,92.94716912,94.46816601,95.814882,391.36951895903525,316.07711357424995,3
CC(NCCC1=CC=C(C(F)(F)F)C=C1C(F)(F)F)(C2=CC=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)CC,48.03401753,54.96351515,71.55231246,84.67636096,92.39330149,99.42779149,96.85547798,99.63777626,99.53278387,100.0,29.45347096,33.38271292,36.47223785,40.36979237,47.62621502,58.566302,72.7305855,85.13621636,96.19513123,99.45893704,388.221580502447,268.94237569805347,3
CC(NCCC1=CC(Cl)=C(Cl)C=C1)(C2=CC=CC(NC3=CC(N(C3=O)C4CCC(NC4=O)=O)=O)=C2)CC,43.72932962,41.99695522,52.18121686,69.03249514,69.29497611,73.75715261,83.57394089,94.44065305,100.0,100.0,34.84033494,27.36210024,27.06106961,28.02753638,32.44793358,40.60744813,55.99961975,78.68782331,94.11960422,98.95193808,329.71520070584484,227.13513553245096,3
